=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Continued-Time :    23/07/21-06:35:22 203
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 34624 (0x8740) Version: 1.0.0.32019
=============================================================
[23/07/21-06:35:22 187][TRC][Px8740][Tx52b0] heart_beat::post_url | leave.
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] scylla_mngr::init_Ex | param is .
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_mngr::init_Ex | leave.
[23/07/24-15:18:37 000][CRT][Px3580][Tx6fb4] SCYMTInitializeEx | auth_scylla_server is true.
[23/07/24-15:18:37 000][CRT][Px3580][Tx6fb4] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] SCYMTInitializeEx | leave.
[23/07/24-15:18:37 000][DBG][Px3580][Tx3c08] heart_beat || thread in 
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] SCYMTSessionBeginEx | enter.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_mngr::alloc_inst_Ex | enter.
[23/07/24-15:18:37 000][CRT][Px3580][Tx6fb4] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/07/24-15:18:37 000][CRT][Px3580][Tx6fb4] conf ttsprarm = (null)
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_inst::set_param | enter.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_inst::check_param | enter.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_inst::check_param | leave.
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_inst::set_param | leave.
[23/07/24-15:18:37 000][TRC][Px3580][Tx6fb4] scylla_inst::create_inst | enter.
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] server_url_ = .
[23/07/24-15:18:37 000][CRT][Px3580][Tx6fb4] aue_arr[0] is: raw
[23/07/24-15:18:37 000][PRF][Px3580][Tx6fb4] create post enter
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
.
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] server_url_curl = http://10.70.182.176:8084/tts/.
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:501
Accept:application/json-rpc
[23/07/24-15:18:37 000][DBG][Px3580][Tx6fb4] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "3A1A94B013696_80-30-49-EB-7B-19_376aac64_23",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "55448cb486ee760ab1d2ee018c173535",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/07/26-10:53:47 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 16476 (0x405c) Version: 1.0.0.32019
=============================================================
[23/07/26-10:53:47 000][TRC][Px405c][Tx8a74] scylla_mngr::init_Ex | enter.
[23/07/26-10:53:47 000][DBG][Px405c][Tx8a74] scylla_mngr::init_Ex | param is .
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] scylla_mngr::init_Ex | leave.
[23/07/26-10:53:47 016][CRT][Px405c][Tx8a74] SCYMTInitializeEx | auth_scylla_server is true.
[23/07/26-10:53:47 016][CRT][Px405c][Tx8a74] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] SCYMTInitializeEx | leave.
[23/07/26-10:53:47 016][DBG][Px405c][Tx8b00] heart_beat || thread in 
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] SCYMTSessionBeginEx | enter.
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] scylla_mngr::alloc_inst_Ex | enter.
[23/07/26-10:53:47 016][CRT][Px405c][Tx8a74] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/07/26-10:53:47 016][CRT][Px405c][Tx8a74] conf ttsprarm = (null)
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] scylla_inst::set_param | enter.
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] scylla_inst::check_param | enter.
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] scylla_inst::check_param | leave.
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] scylla_inst::set_param | leave.
[23/07/26-10:53:47 016][TRC][Px405c][Tx8a74] scylla_inst::create_inst | enter.
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] server_url_ = .
[23/07/26-10:53:47 016][CRT][Px405c][Tx8a74] aue_arr[0] is: raw
[23/07/26-10:53:47 016][PRF][Px405c][Tx8a74] create post enter
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
.
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] server_url_curl = http://10.70.182.176:8084/tts/.
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
[23/07/26-10:53:47 016][DBG][Px405c][Tx8a74] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "394894B016476_80-30-49-EB-7B-19_40c4e634_1",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "9b6658aa4c92e123a25a5ee63b95d822",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/07/26-10:53:50 032][TRC][Px405c][Tx8b00] heart_beat::post_url | enter.
[23/07/26-10:53:50 032][TRC][Px405c][Tx8b00] heart_beat::post_url | leave.
[23/07/26-10:53:53 032][TRC][Px405c][Tx8b00] heart_beat::post_url | enter.
[23/07/26-10:53:53 032][TRC][Px405c][Tx8b00] heart_beat::post_url | leave.
[23/07/26-10:53:56 047][TRC][Px405c][Tx8b00] heart_beat::post_url | enter.
[23/07/26-10:53:56 047][TRC][Px405c][Tx8b00] heart_beat::post_url | leave.
[23/07/26-10:53:57 016][INF][Px405c][Tx8a74] http_client_curl | resp_code is 28.
[23/07/26-10:53:57 016][PRF][Px405c][Tx8a74] create post leave
[23/07/26-10:53:57 016][TRC][Px405c][Tx8a74] scylla_inst::create_inst | leave.
[23/07/26-10:53:57 016][TRC][Px405c][Tx8a74] http_client::fini | enter.
[23/07/26-10:53:57 016][TRC][Px405c][Tx8a74] http_client::fini | leave.
[23/07/26-10:53:57 016][ERR][Px405c][Tx8a74] scylla_mngr::create_inst | failed: 28
[23/07/26-10:53:57 016][TRC][Px405c][Tx8a74] scylla_mngr::alloc_inst_Ex | leave.
[23/07/26-10:53:57 016][TRC][Px405c][Tx8a74] SCYMTSessionBeginEx | leave.
[23/07/26-10:53:57 016][TRC][Px405c][Tx8a74] SCYMTUninitializeEx | enter.
[23/07/26-10:53:57 016][TRC][Px405c][Tx8a74] scylla_mngr::fini | enter.
[23/07/26-10:53:59 047][TRC][Px405c][Tx8b00] heart_beat::post_url | enter.
[23/07/26-10:53:59 047][TRC][Px405c][Tx8b00] heart_beat::post_url | leave.
[23/07/26-10:53:59 047][DBG][Px405c][Tx8b00] heart_beat || thread out 
[23/07/26-10:53:59 047][TRC][Px405c][Tx8a74] scylla_mngr::fini | leave.
[23/07/26-10:53:59 047][TRC][Px405c][Tx8a74] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/07/26-10:53:59 047
	PID: 16476 (0x405c)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/07/26-10:54:12 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 16476 (0x405c) Version: 1.0.0.32019
=============================================================
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_mngr::init_Ex | enter.
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] scylla_mngr::init_Ex | param is .
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_mngr::init_Ex | leave.
[23/07/26-10:54:12 000][CRT][Px405c][Tx7768] SCYMTInitializeEx | auth_scylla_server is true.
[23/07/26-10:54:12 000][CRT][Px405c][Tx7768] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] SCYMTInitializeEx | leave.
[23/07/26-10:54:12 000][DBG][Px405c][Tx7588] heart_beat || thread in 
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] SCYMTSessionBeginEx | enter.
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_mngr::alloc_inst_Ex | enter.
[23/07/26-10:54:12 000][CRT][Px405c][Tx7768] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/07/26-10:54:12 000][CRT][Px405c][Tx7768] conf ttsprarm = (null)
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_inst::set_param | enter.
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_inst::check_param | enter.
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_inst::check_param | leave.
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_inst::set_param | leave.
[23/07/26-10:54:12 000][TRC][Px405c][Tx7768] scylla_inst::create_inst | enter.
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] server_url_ = .
[23/07/26-10:54:12 000][CRT][Px405c][Tx7768] aue_arr[0] is: raw
[23/07/26-10:54:12 000][PRF][Px405c][Tx7768] create post enter
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
.
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] server_url_curl = http://10.70.182.176:8084/tts/.
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
[23/07/26-10:54:12 000][DBG][Px405c][Tx7768] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "394894B016476_80-30-49-EB-7B-19_40c54675_2",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "9b6658aa4c92e123a25a5ee63b95d822",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/07/26-10:54:15 015][TRC][Px405c][Tx7588] heart_beat::post_url | enter.
[23/07/26-10:54:15 015][TRC][Px405c][Tx7588] heart_beat::post_url | leave.
[23/07/26-10:54:18 031][TRC][Px405c][Tx7588] heart_beat::post_url | enter.
[23/07/26-10:54:18 031][TRC][Px405c][Tx7588] heart_beat::post_url | leave.
[23/07/26-10:54:21 031][TRC][Px405c][Tx7588] heart_beat::post_url | enter.
[23/07/26-10:54:21 031][TRC][Px405c][Tx7588] heart_beat::post_url | leave.
[23/07/26-10:54:22 000][INF][Px405c][Tx7768] http_client_curl | resp_code is 28.
[23/07/26-10:54:22 000][PRF][Px405c][Tx7768] create post leave
[23/07/26-10:54:22 000][TRC][Px405c][Tx7768] scylla_inst::create_inst | leave.
[23/07/26-10:54:22 000][TRC][Px405c][Tx7768] http_client::fini | enter.
[23/07/26-10:54:22 000][TRC][Px405c][Tx7768] http_client::fini | leave.
[23/07/26-10:54:22 000][ERR][Px405c][Tx7768] scylla_mngr::create_inst | failed: 28
[23/07/26-10:54:22 000][TRC][Px405c][Tx7768] scylla_mngr::alloc_inst_Ex | leave.
[23/07/26-10:54:22 000][TRC][Px405c][Tx7768] SCYMTSessionBeginEx | leave.
[23/07/26-10:54:22 000][TRC][Px405c][Tx7768] SCYMTUninitializeEx | enter.
[23/07/26-10:54:22 000][TRC][Px405c][Tx7768] scylla_mngr::fini | enter.
[23/07/26-10:54:24 047][TRC][Px405c][Tx7588] heart_beat::post_url | enter.
[23/07/26-10:54:24 047][TRC][Px405c][Tx7588] heart_beat::post_url | leave.
[23/07/26-10:54:24 047][DBG][Px405c][Tx7588] heart_beat || thread out 
[23/07/26-10:54:24 047][TRC][Px405c][Tx7768] scylla_mngr::fini | leave.
[23/07/26-10:54:24 047][TRC][Px405c][Tx7768] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/07/26-10:54:24 047
	PID: 16476 (0x405c)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/07/26-10:55:10 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 16476 (0x405c) Version: 1.0.0.32019
=============================================================
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_mngr::init_Ex | enter.
[23/07/26-10:55:10 000][DBG][Px405c][Tx7510] scylla_mngr::init_Ex | param is .
[23/07/26-10:55:10 000][DBG][Px405c][Tx7510] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/07/26-10:55:10 000][DBG][Px405c][Tx7510] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_mngr::init_Ex | leave.
[23/07/26-10:55:10 000][CRT][Px405c][Tx7510] SCYMTInitializeEx | auth_scylla_server is true.
[23/07/26-10:55:10 000][CRT][Px405c][Tx7510] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] SCYMTInitializeEx | leave.
[23/07/26-10:55:10 000][DBG][Px405c][Tx703c] heart_beat || thread in 
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] SCYMTSessionBeginEx | enter.
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_mngr::alloc_inst_Ex | enter.
[23/07/26-10:55:10 000][CRT][Px405c][Tx7510] param = url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}
[23/07/26-10:55:10 000][CRT][Px405c][Tx7510] conf ttsprarm = (null)
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_inst::set_param | enter.
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_inst::check_param | enter.
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_inst::check_param | leave.
[23/07/26-10:55:10 000][DBG][Px405c][Tx7510] scylla_inst::set_param | param is url=http://10.70.182.176:8084,svc=tts,auf=3,vid=62360,aue=raw,uid=660Y5r,appid=pc20onli,extend_params={"params":"token=anhui"}.
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_inst::set_param | leave.
[23/07/26-10:55:10 000][TRC][Px405c][Tx7510] scylla_inst::create_inst | enter.
[23/07/26-10:55:10 000][DBG][Px405c][Tx7510] server_url_ = .
[23/07/26-10:55:10 000][CRT][Px405c][Tx7510] aue_arr[0] is: raw
[23/07/26-10:55:10 000][PRF][Px405c][Tx7510] create post enter
[23/07/26-10:55:10 015][DBG][Px405c][Tx7510] scylla_inst::create_inst | posthead : POST /tts/ HTTP/1.1
Host: 
Token:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
.
[23/07/26-10:55:10 015][DBG][Px405c][Tx7510] server_url_curl = http://10.70.182.176:8084/tts/.
[23/07/26-10:55:10 015][DBG][Px405c][Tx7510] (LIBCURL)server_url_curl = http://10.70.182.176:8084/tts/,posthead = nToken:anhui
Content-Type:application/json-rpc
Content-Length:500
Accept:application/json-rpc
[23/07/26-10:55:10 015][DBG][Px405c][Tx7510] http_client_curl::http_post | data = {
   "id" : 1,
   "jsonrpc" : "2.0",
   "method" : "deal_request",
   "params" : {
      "appid" : "pc20onli",
      "aue" : "raw",
      "auf" : "3",
      "auth_id" : "394894B016476_80-30-49-EB-7B-19_40c62a7c_3",
      "auth_need" : "false",
      "cmd" : "ssb",
      "extend_params" : "{\"params\":\"token=anhui\"}",
      "private_key" : "9b6658aa4c92e123a25a5ee63b95d822",
      "svc" : "tts",
      "syncid" : "0",
      "token" : "anhui",
      "uid" : "660Y5r",
      "vid" : "62360"
   }
}
[23/07/26-10:55:13 015][TRC][Px405c][Tx703c] heart_beat::post_url | enter.
[23/07/26-10:55:13 015][TRC][Px405c][Tx703c] heart_beat::post_url | leave.
[23/07/26-10:55:16 031][TRC][Px405c][Tx703c] heart_beat::post_url | enter.
[23/07/26-10:55:16 031][TRC][Px405c][Tx703c] heart_beat::post_url | leave.
[23/07/26-10:55:19 047][TRC][Px405c][Tx703c] heart_beat::post_url | enter.
[23/07/26-10:55:19 047][TRC][Px405c][Tx703c] heart_beat::post_url | leave.
[23/07/26-10:55:20 015][INF][Px405c][Tx7510] http_client_curl | resp_code is 28.
[23/07/26-10:55:20 015][PRF][Px405c][Tx7510] create post leave
[23/07/26-10:55:20 015][TRC][Px405c][Tx7510] scylla_inst::create_inst | leave.
[23/07/26-10:55:20 015][TRC][Px405c][Tx7510] http_client::fini | enter.
[23/07/26-10:55:20 015][TRC][Px405c][Tx7510] http_client::fini | leave.
[23/07/26-10:55:20 015][ERR][Px405c][Tx7510] scylla_mngr::create_inst | failed: 28
[23/07/26-10:55:20 015][TRC][Px405c][Tx7510] scylla_mngr::alloc_inst_Ex | leave.
[23/07/26-10:55:20 015][TRC][Px405c][Tx7510] SCYMTSessionBeginEx | leave.
[23/07/26-10:55:20 015][TRC][Px405c][Tx7510] SCYMTUninitializeEx | enter.
[23/07/26-10:55:20 015][TRC][Px405c][Tx7510] scylla_mngr::fini | enter.
[23/07/26-10:55:22 047][TRC][Px405c][Tx703c] heart_beat::post_url | enter.
[23/07/26-10:55:22 047][TRC][Px405c][Tx703c] heart_beat::post_url | leave.
[23/07/26-10:55:22 047][DBG][Px405c][Tx703c] heart_beat || thread out 
[23/07/26-10:55:22 047][TRC][Px405c][Tx7510] scylla_mngr::fini | leave.
[23/07/26-10:55:22 047][TRC][Px405c][Tx7510] SCYMTUninitializeEx | leave.
=============================================================
	MT Scylla Recognizer Logging End-Time: 23/07/26-10:55:22 047
	PID: 16476 (0x405c)
=============================================================
=============================================================
	iFlyTEK log file
	Subject :    MT Scylla Recognizer Logging
	Created-Time :    23/07/26-10:57:27 000
	Application: D:\develop\Java\jdk1.8.0_121\bin\java.exe 2021-08-30 17:17:25
	Module:      D:\cdback\app-coalding-topspeed-api\lib\mt_scylla.dll 2023-05-10 09:32:50
	PID: 16476 (0x405c) Version: 1.0.0.32019
=============================================================
[23/07/26-10:57:27 000][TRC][Px405c][Tx5530] scylla_mngr::init_Ex | enter.
[23/07/26-10:57:27 000][DBG][Px405c][Tx5530] scylla_mngr::init_Ex | param is .
[23/07/26-10:57:27 000][DBG][Px405c][Tx5530] scylla_mngr::get_macid | time spent on getting the MAC address 0.
[23/07/26-10:57:27 000][DBG][Px405c][Tx5530] scylla_mngr::init_Ex | mac_id  is 80-30-49-EB-7B-19.
[23/07/26-10:57:27 000][TRC][Px405c][Tx5530] scylla_mngr::init_Ex | leave.
[23/07/26-10:57:27 000][CRT][Px405c][Tx5530] SCYMTInitializeEx | auth_scylla_server is true.
[23/07/26-10:57:27 000][CRT][Px405c][Tx5530] SCYMTInitializeEx | OK .  Version_1_0_0_Build_32005.
[23/07/26-10:57:27 000][TRC][Px405c][Tx5530] SCYMTInitializeEx | leave.
[23/07/26-10:57:27 000][DBG][Px405c][Tx6830] heart_beat || thread in 
[23/07/26-10:57:27 000][TRC][Px405c][Tx5530] SCYMTSessionBeginEx | enter.
